-54.386, 48.874, 98.045
-52.387, 48.895, 98.045
-50.387, 48.897, 97.922
-48.387, 48.877, 97.792
-46.387, 48.825, 97.792
-44.389, 48.745, 97.657
-42.392, 48.64, 97.517
-40.396, 48.508, 97.372
-38.404, 48.335, 97.372
-36.414, 48.132, 97.222
-34.428, 47.898, 97.069
-32.446, 47.631, 96.912
-30.47, 47.323, 96.912
-28.501, 46.973, 96.754
-26.539, 46.586, 96.595
-24.585, 46.159, 96.437
-22.641, 45.691, 96.281
-20.707, 45.18, 96.13
-18.788, 44.618, 96.13
-16.883, 44.008, 95.984
-14.994, 43.351, 95.846
-13.123, 42.647, 95.718
-11.27, 41.893, 95.603
-9.439, 41.089, 95.5
-7.631, 40.234, 95.414
-5.848, 39.329, 95.345
-4.092, 38.371, 95.294
-2.365, 37.363, 95.263
-0.671, 36.3, 95.263
0.99, 35.186, 93.849
2.617, 34.023, 91.102
4.208, 32.812, 88.27
5.763, 31.554, 85.345
7.28, 30.251, 82.315
8.758, 28.904, 79.17
10.197, 27.515, 75.894
11.596, 26.086, 72.47
12.955, 24.619, 68.877
14.275, 23.117, 65.085
15.555, 21.58, 61.058
16.794, 20.01, 56.746
17.991, 18.408, 52.078
19.15, 16.778, 46.948
20.271, 15.123, 41.184
21.357, 13.443, 34.47
22.408, 11.742, 26.081
23.763, 9.432, 0
23.763, 9.432, 0
33.885, -7.818, 0
endData
127
100
200
-54.386, 48.874, -15.924, 49.609, 8.084, 37.115, 23.763, 9.432
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":18,"robotHeight":18,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"JPPDU2PdWq","x":-54.38647740701888,"y":48.87433442657782,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"KwC4cCfVNN","x":-15.92396861016319,"y":49.60928682396994,"lock":false,"visible":true,"__type":"control"},{"uid":"Ey3RIQiHmA","x":8.084476371313619,"y":37.11509606830346,"lock":false,"visible":true,"__type":"control"},{"uid":"68LexwlEpS","x":23.76346084901276,"y":9.43188909986589,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"PjDr7AHkEf"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"Qp6s1u1NI5","lock":false,"visible":true}]}
